Unnamed: 0,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,VWAP,LOG_DIFF_CH_CLOSING_PRICE
994,ASIANPAINT,EQ,N,1837.45,1769.25,1815.1,1786.8,1785.1,1797.95,1219296,2211444937.2,1916.7,1291.25,61230,INE021A01026,2020-03-02,1813.71,
996,ASIANPAINT,EQ,N,1818.0,1767.0,1780.05,1800.55,1804.05,1786.8,1392463,2504502817.65,1916.7,1291.25,64533,INE021A01026,2020-03-03,1798.61,0.007665863289256336
1001,ASIANPAINT,EQ,N,1857.45,1804.05,1804.05,1847.95,1840.0,1800.55,3050469,5618222983.85,1916.7,1291.25,177363,INE021A01026,2020-03-04,1841.76,0.025984742791325566
1006,ASIANPAINT,EQ,N,1882.0,1852.1,1854.0,1874.45,1877.0,1847.95,2062439,3859666392.8,1916.7,1291.25,74924,INE021A01026,2020-03-05,1871.41,0.014238366481995612
1007,ASIANPAINT,EQ,N,1884.4,1835.0,1840.0,1877.45,1882.0,1874.45,1393659,2603485184.4,1916.7,1291.25,69406,INE021A01026,2020-03-06,1868.09,0.001599190084678348
1008,ASIANPAINT,EQ,N,1915.9,1848.0,1888.0,1867.15,1864.0,1877.45,3420762,6406788079.45,1916.7,1291.25,129045,INE021A01026,2020-03-09,1872.91,-0.005501269014876797
1009,ASIANPAINT,EQ,N,1905.0,1851.5,1874.95,1882.85,1882.9,1867.15,3194206,6001364037.2,1916.7,1291.25,176355,INE021A01026,2020-03-11,1878.83,0.008373382256939621
1010,ASIANPAINT,EQ,N,1874.8,1815.0,1864.95,1843.35,1852.95,1882.85,6254349,11521562913.2,1916.7,1291.25,258794,INE021A01026,2020-03-12,1842.17,-0.02120201796856591
1011,ASIANPAINT,EQ,N,1843.75,1669.85,1785.0,1797.7,1797.75,1843.35,3878660,6889832169.5,1916.7,1291.25,181105,INE021A01026,2020-03-13,1776.34,-0.025076498346345844
1012,ASIANPAINT,EQ,N,1777.0,1678.15,1777.0,1683.4,1683.45,1797.7,2867373,4945148921.9,1916.7,1291.25,136830,INE021A01026,2020-03-16,1724.63,-0.06569251227489481
1013,ASIANPAINT,EQ,N,1779.8,1670.0,1699.0,1731.6,1720.0,1683.4,2643191,4600229501.4,1916.7,1291.25,121360,INE021A01026,2020-03-17,1740.41,0.028230278790349672
1014,ASIANPAINT,EQ,N,1758.55,1608.0,1732.0,1618.2,1620.0,1731.6,3677445,6084935234.95,1916.7,1291.25,163026,INE021A01026,2020-03-18,1654.66,-0.06773141619408563
1015,ASIANPAINT,EQ,N,1653.95,1431.2,1540.0,1601.2,1603.0,1618.2,4906647,7534853574.4,1916.7,1291.25,215886,INE021A01026,2020-03-19,1535.64,-0.01056107225532088
1016,ASIANPAINT,EQ,N,1757.4,1570.55,1610.0,1742.95,1737.3,1601.2,3128644,5256665627.6,1916.7,1291.25,139102,INE021A01026,2020-03-20,1680.17,0.08482573181688213
1017,ASIANPAINT,EQ,N,1650.0,1490.75,1578.6,1498.45,1499.95,1742.95,2155326,3346053532.55,1916.7,1291.25,148588,INE021A01026,2020-03-23,1552.46,-0.1511478394352972
1018,ASIANPAINT,EQ,N,1598.0,1453.25,1556.55,1524.85,1536.0,1498.45,3911847,6008584206.75,1916.7,1291.25,206985,INE021A01026,2020-03-24,1536.0,0.017464804048044513
1019,ASIANPAINT,EQ,N,1605.35,1446.0,1446.55,1593.15,1580.05,1524.85,2196424,3386991100.45,1916.7,1291.25,126127,INE021A01026,2020-03-25,1542.05,0.043817143887610044
1020,ASIANPAINT,EQ,N,1650.0,1574.0,1605.0,1616.95,1617.05,1593.15,2622119,4225192939.45,1916.7,1291.25,116060,INE021A01026,2020-03-26,1611.37,0.014828470203878119
1021,ASIANPAINT,EQ,N,1665.25,1550.2,1664.8,1604.15,1618.0,1616.95,2102479,3373172975.1,1916.7,1291.25,109022,INE021A01026,2020-03-27,1604.38,-0.007947637375968597
1022,ASIANPAINT,EQ,N,1619.5,1559.05,1591.15,1594.95,1596.0,1604.15,1844011,2944229357.75,1916.7,1291.25,95707,INE021A01026,2020-03-30,1596.64,-0.005751633498363162
1023,ASIANPAINT,EQ,N,1690.0,1601.8,1625.0,1666.5,1656.0,1594.95,2789179,4637008477.4,1916.7,1291.25,133986,INE021A01026,2020-03-31,1662.5,0.043883230982589616
1024,ASIANPAINT,EQ,N,1655.0,1584.25,1650.05,1603.2,1604.8,1666.5,1559456,2513258286.8,1916.7,1291.25,106082,INE021A01026,2020-04-01,1611.63,-0.03872398685724843
1025,ASIANPAINT,EQ,N,1616.0,1517.25,1615.1,1520.9,1522.0,1603.2,2925847,4494204301.45,1916.7,1291.25,134230,INE021A01026,2020-04-03,1536.04,-0.052699367012222886
1026,ASIANPAINT,EQ,N,1635.0,1538.0,1540.0,1623.8,1625.2,1520.9,2733614,4367787113.1,1916.7,1291.25,123428,INE021A01026,2020-04-07,1597.81,0.06546681655002295
1027,ASIANPAINT,EQ,N,1687.8,1600.0,1623.8,1608.95,1608.0,1623.8,2382216,3911658954.15,1916.7,1291.25,101146,INE021A01026,2020-04-08,1642.03,-0.009187289120795583
1028,ASIANPAINT,EQ,N,1678.9,1618.95,1640.0,1651.35,1644.05,1608.95,1489546,2462771944.15,1916.7,1291.25,69005,INE021A01026,2020-04-09,1653.37,0.02601134287697171
968,ASIANPAINT,EQ,N,1703.65,1602.85,1646.0,1680.85,1664.5,1651.35,2586216,4271342073.75,1916.7,1291.25,118296,INE021A01026,2020-04-13,1651.58,0.017706482642985577
969,ASIANPAINT,EQ,N,1736.75,1683.8,1703.65,1718.2,1718.25,1680.85,2508280,4308753478.45,1916.7,1291.25,138621,INE021A01026,2020-04-15,1717.81,0.02197761337644888
970,ASIANPAINT,EQ,N,1752.3,1684.75,1691.0,1743.1,1735.0,1718.2,1821296,3157710101.3,1916.7,1291.25,99763,INE021A01026,2020-04-16,1733.77,0.014387906016863461
971,ASIANPAINT,EQ,N,1783.7,1727.1,1763.0,1756.25,1758.0,1743.1,1398782,2448815834.25,1916.7,1291.25,86311,INE021A01026,2020-04-17,1750.68,0.007515716861235866
972,ASIANPAINT,EQ,N,1758.65,1705.65,1758.25,1730.45,1730.0,1756.25,1431055,2473613926.15,1916.7,1291.25,93708,INE021A01026,2020-04-20,1728.52,-0.01479936380749347
973,ASIANPAINT,EQ,N,1753.95,1700.0,1710.0,1726.0,1723.0,1730.45,1594930,2766584236.65,1916.7,1291.25,91790,INE021A01026,2020-04-21,1734.61,-0.0025748976311890104
974,ASIANPAINT,EQ,N,1822.0,1712.25,1717.1,1813.0,1816.9,1726.0,3727806,6681826891.45,1916.7,1291.25,158539,INE021A01026,2020-04-22,1792.43,0.049176339111477674
975,ASIANPAINT,EQ,N,1845.4,1801.05,1807.0,1821.65,1825.0,1813.0,2573566,4708089469.85,1916.7,1291.25,82305,INE021A01026,2020-04-23,1829.4,0.004759752014992458
976,ASIANPAINT,EQ,N,1842.8,1814.0,1815.05,1827.55,1830.0,1821.65,2744934,5023085163.5,1916.7,1291.25,89557,INE021A01026,2020-04-24,1829.95,0.0032335882609402233
977,ASIANPAINT,EQ,N,1859.8,1818.1,1840.0,1851.35,1856.0,1827.55,1770892,3259884040.3,1916.7,1291.25,95470,INE021A01026,2020-04-27,1840.81,0.012938830648034916
978,ASIANPAINT,EQ,N,1864.0,1806.3,1847.2,1824.4,1825.6,1851.35,1934920,3526966215.85,1916.7,1291.25,103002,INE021A01026,2020-04-28,1822.8,-0.014663936841272651
