,File1,File2,Correlation
441,KIRIINDUS,CENTURYPLY,0.17649163892599318
442,KIRIINDUS,DCI,-0.5117236169199376
443,KIRIINDUS,GISOLUTION,0.004621188033609696
444,HSCL,KHAITANLTD,-0.11241391285476937
445,HSCL,GLENMARK,0.23089146572242375
446,HSCL,JSWSTEEL,0.23859067265015166
447,HSCL,STEELXIND,0.03405838880556789
448,HSCL,PRECOT,0.16113356089061398
449,HSCL,RPOWER,0.02816209868348721
450,HSCL,SALASAR,0.038314255655988304
451,HSCL,BAJAJ-AUTO,0.24666673563528052
452,HSCL,MOHOTAIND,0.041646646857211526
453,HSCL,SRTRANSFIN,0.19737840353978578
454,HSCL,IFBAGRO,0.22067309078499334
455,HSCL,APOLLOTYRE,0.325252608378037
456,HSCL,INDHOTEL,0.28059364855677754
457,HSCL,DECCANCE,0.2923122876452712
458,HSCL,ACE,0.2894806228687776
459,HSCL,ICIL,0.20789848165005698
460,HSCL,BRFL,0.018667235286346364
461,HSCL,INSPIRISYS,0.09678357569988219
462,HSCL,SNOWMAN,0.24170389269798342
463,HSCL,EQ30,0.028862910018679702
464,HSCL,MADRASFERT,0.16717178673295702
465,HSCL,KSB,0.26823253782057344
466,HSCL,NESTLEIND,0.06740612227308106
467,HSCL,GOKEX,0.26188639974969696
468,HSCL,KDDL,0.07154537710674581
469,HSCL,PGEL,0.009939678074263514
470,HSCL,SYNDIBANK,0.32911172732363214
471,HSCL,HDFCSENETF,0.029157553182435285
472,HSCL,ABCAPITAL,0.34241448957564136
473,HSCL,SKIL,-0.029020267376332273
474,HSCL,AARTIDRUGS,0.1471817437375686
475,HSCL,VOLTAS,0.28587909174843334
476,HSCL,NAHARPOLY,0.25949019872089524
477,HSCL,COUNCODOS,-0.013591076732328048
478,HSCL,CAREERP,0.26064788016609297
479,HSCL,MANGLMCEM,0.29802123499428845
480,HSCL,DEEPAKFERT,0.0789256378446697
481,HSCL,CONFIPET,0.3019481634278798
482,HSCL,RESPONIND,0.19725415029501703
483,HSCL,PNB,0.2882506359084964
484,HSCL,NXTDIGITAL,-0.07935983837373622
485,HSCL,IGL,0.2537200955923542
486,HSCL,IPCALAB,-0.009045783668433678
487,HSCL,HINDPETRO,0.22063774777238082
488,HSCL,JKTYRE,0.2826623666426379
489,HSCL,ALPHAGEO,0.17661541984677895
490,HSCL,BLUESTARCO,0.2410166561765592
491,HSCL,SMSPHARMA,0.2447784607656055
492,HSCL,SATHAISPAT,0.028561023199356887
493,HSCL,CMICABLES,0.02839298323791165
494,HSCL,IPAPPM,0.2601758253163472
495,HSCL,GREENPLY,0.2955901621103604
496,HSCL,SPENCERS,0.2885427654148586
497,HSCL,WHIRLPOOL,0.2070909919278558
498,HSCL,BLS,0.0046486219297028316
499,HSCL,REDINGTON,0.16294422105157363
500,HSCL,SORILINFRA,-0.0433353494180902
501,HSCL,OSWALAGRO,0.1843161622263864
502,HSCL,BANARBEADS,0.18725393839341714
503,HSCL,LINCPEN,0.08288141156381514
504,HSCL,SYNCOM,0.07558268395363024
505,HSCL,IFGLEXPOR,0.20205541261965024
506,HSCL,MANAKCOAT,0.08952994842260381
507,HSCL,A2ZINFRA,0.043068253920376685
508,HSCL,ZENTEC,0.27285807809729185
509,HSCL,SCHAND,0.15635324400531514
510,HSCL,RUCHIRA,0.12796446620342528
511,HSCL,RSYSTEMS,0.1663261471878388
512,HSCL,IVZINNIFTY,-0.03571368386104451
513,HSCL,OMAXAUTO,0.06002822642940418
514,HSCL,CANFINHOME,0.2933884077180045
515,HSCL,JAYAGROGN,0.09540071065429806
516,HSCL,KWALITY,0.013873325615201734
517,HSCL,ADVANIHOTR,0.10443319991551321
518,HSCL,WILLAMAGOR,-0.0064792504061907345
519,HSCL,LSIL,0.15551400208765695
520,HSCL,SHAHALLOYS,0.05023530742260554
521,HSCL,SUMEETINDS,-0.015827536888666633
522,HSCL,CYIENT,0.20302953333875376
523,HSCL,FIEMIND,0.2825627062210622
524,HSCL,GATI,0.22902180413139017
525,HSCL,WALCHANNAG,-0.020426695961868774
526,HSCL,TTL,0.11659954431665004
527,HSCL,CIMMCO,-0.13623664058611304
528,HSCL,CADILAHC,0.22911090299439293
529,HSCL,HEG,0.2753989399510769
530,HSCL,ELECTCAST,0.2978623392445635
531,HSCL,KHADIM,0.20767078232497607
532,HSCL,HDFC,0.20205042086906927
533,HSCL,ZEEL,0.2803837305779568
534,HSCL,SBIN,0.2619929912046898
535,HSCL,IDFCFIRSTB,0.32695518297938037
536,HSCL,VERTOZ,-0.022029556047254678
537,HSCL,DHFL,0.016585234969858677
538,HSCL,MMTC,0.31624509064338463
539,HSCL,SAFARI,0.165868106997231
540,HSCL,ICICINF100,0.1722183575974335
541,HSCL,JUSTDIAL,0.25842815303587086
542,HSCL,PALASHSECU,-0.05693120817737487
