FILENAME1,FILENAME2,CORRELATION
SCHAEFFLER,SCHAEFFLER,1.0
SCHAEFFLER,UBL,0.15213507490633194
SCHAEFFLER,PAYTM,-0.025545418156937297
SCHAEFFLER,ADANIGREEN,0.11432941405983607
SCHAEFFLER,TATACONSUM,0.1751691812593292
SCHAEFFLER,OFSS,0.13154852774778156
SCHAEFFLER,HEROMOTOCO,0.14914414364994644
SCHAEFFLER,LT,0.18467443167463118
SCHAEFFLER,RELIANCE,0.11673568391368053
SCHAEFFLER,SUZLON,0.06366109589901099
SCHAEFFLER,ICICIGI,0.14572011584871714
SCHAEFFLER,NTPC,0.15483225651778765
SCHAEFFLER,ABCAPITAL,0.16360538230917301
SCHAEFFLER,PGHH,0.11665082282708432
SCHAEFFLER,TATAELXSI,0.10696327559905967
SCHAEFFLER,HINDUNILVR,0.07699656495192292
SCHAEFFLER,HINDZINC,0.14559024974824733
SCHAEFFLER,GODREJPROP,0.13880828776813214
SCHAEFFLER,PIDILITIND,0.16656229396163152
SCHAEFFLER,IDBI,0.1558506069202751
SCHAEFFLER,NHPC,0.1327704322930341
SCHAEFFLER,POWERGRID,0.10259739048505119
SCHAEFFLER,SIEMENS,0.1614411305998059
SCHAEFFLER,TIINDIA,0.1451163106693557
SCHAEFFLER,TATAMOTORS,0.17149447392923814
SCHAEFFLER,ATGL,0.20034209474262024
SCHAEFFLER,TATACOMM,0.12413163241542773
SCHAEFFLER,CONCOR,0.15944618014899484
SCHAEFFLER,HDFCBANK,0.16334281345446938
SCHAEFFLER,DRREDDY,0.07355194739366253
SCHAEFFLER,PFC,0.16008108184142703
SCHAEFFLER,CIPLA,0.05858376067667406
SCHAEFFLER,FEDERALBNK,0.1728219195454623
SCHAEFFLER,THERMAX,0.16496163212696796
SCHAEFFLER,TVSMOTOR,0.1183800541870881
SCHAEFFLER,AUROPHARMA,0.12753251144450783
SCHAEFFLER,ASHOKLEY,0.15020669529140704
SCHAEFFLER,IDEA,0.09379069430880145
SCHAEFFLER,HAVELLS,0.12521747778057088
SCHAEFFLER,M%26M,0.15075931354744646
SCHAEFFLER,ONGC,0.1464693306018506
SCHAEFFLER,GRASIM,0.16954282810803759
SCHAEFFLER,OBEROIRLTY,0.15951770076855037
SCHAEFFLER,DEEPAKNTR,0.17326480199390995
SCHAEFFLER,ULTRACEMCO,0.14818747108253844
SCHAEFFLER,KPITTECH,0.1268922071852582
SCHAEFFLER,GICRE,0.10480450006604729
SCHAEFFLER,WIPRO,0.11977674433999796
SCHAEFFLER,ITC,0.11176133074950069
SCHAEFFLER,INDUSTOWER,0.07840149201267171
SCHAEFFLER,POLYCAB,0.16278754708455595
SCHAEFFLER,MUTHOOTFIN,0.13334008381850254
SCHAEFFLER,AMBUJACEM,0.10828701061845242
SCHAEFFLER,SHRIRAMFIN,0.1351089415926969
SCHAEFFLER,LTIM,0.16010609797291886
SCHAEFFLER,NESTLEIND,-0.0006991816947310298
SCHAEFFLER,SJVN,0.13493971032539978
SCHAEFFLER,INDUSINDBK,0.13992612786745387
SCHAEFFLER,CENTRALBK,0.13521460049973383
SCHAEFFLER,MPHASIS,0.11849119301148273
SCHAEFFLER,BHARATFORG,0.1280467757281597
SCHAEFFLER,TORNTPOWER,0.2089748448278828
SCHAEFFLER,BAJFINANCE,0.13948629507697538
SCHAEFFLER,APOLLOHOSP,0.1017088479227321
SCHAEFFLER,UPL,0.14366680656742828
SCHAEFFLER,ICICIPRULI,0.1589349642844137
SCHAEFFLER,LINDEINDIA,0.18734006245448334
SCHAEFFLER,TATASTEEL,0.023317252863068735
SCHAEFFLER,MARICO,0.12882579043943884
SCHAEFFLER,AXISBANK,0.16332940848001584
SCHAEFFLER,IOC,0.15127154467284387
SCHAEFFLER,DALBHARAT,0.12579052327911944
SCHAEFFLER,M%26MFIN,0.12666681639843247
SCHAEFFLER,BANKBARODA,0.12665953536869604
SCHAEFFLER,LUPIN,0.13841919279113762
SCHAEFFLER,SHREECEM,0.1130413427766902
SCHAEFFLER,BANDHANBNK,0.1119851669852634
SCHAEFFLER,DIVISLAB,0.12457150976539096
SCHAEFFLER,PATANJALI,0.013219255911873852
SCHAEFFLER,PRESTIGE,0.15179639400357503
SCHAEFFLER,SAIL,0.1566220977136358
SCHAEFFLER,ADANIENSOL,0.20788313001429012
SCHAEFFLER,ZYDUSLIFE,0.08863699533864088
SCHAEFFLER,JSWINFRA,0.21038327735059956
SCHAEFFLER,UNOMINDA,0.13664053052446523
SCHAEFFLER,TITAN,0.13806931471720205
SCHAEFFLER,BHEL,0.17936796675508707
SCHAEFFLER,MOTHERSON,0.13023923789926084
SCHAEFFLER,IRCTC,0.0430243103904017
SCHAEFFLER,UNIONBANK,0.16522205291709266
SCHAEFFLER,JUBLFOOD,0.05189819396261881
SCHAEFFLER,HINDALCO,0.15351000102463916
SCHAEFFLER,TCS,0.1564959765990387
SCHAEFFLER,MARUTI,0.13909390640937017
SCHAEFFLER,ASTRAL,0.12483142735149343
SCHAEFFLER,GAIL,0.13995159291984213
SCHAEFFLER,ADANIPORTS,0.1362067769153298
SCHAEFFLER,JSL,0.13991252458260484
SCHAEFFLER,VEDL,0.11060228492162565
SCHAEFFLER,SOLARINDS,0.09542008629126882
SCHAEFFLER,KOTAKBANK,0.1647682665047344
SCHAEFFLER,OIL,0.13032566403084608
SCHAEFFLER,DMART,0.1252152608084543
SCHAEFFLER,HAL,0.0906392656669326
SCHAEFFLER,HCLTECH,0.1367968197591502
SCHAEFFLER,ZOMATO,0.09967874329364793
SCHAEFFLER,INDHOTEL,0.14461439005634513
SCHAEFFLER,3MINDIA,0.281079372101492
SCHAEFFLER,HINDPETRO,0.1133859324383483
SCHAEFFLER,UCOBANK,0.09550178787196202
SCHAEFFLER,GODREJCP,0.1276524758968748
SCHAEFFLER,ADANIPOWER,0.11011605683758485
SCHAEFFLER,IOB,0.11246690059247076
SCHAEFFLER,L%26TFH,0.16137206531699358
SCHAEFFLER,CGPOWER,0.08520972471933981
SCHAEFFLER,FACT,0.11980116426685222
SCHAEFFLER,JINDALSTEL,0.13454075831198614
SCHAEFFLER,SONACOMS,0.15063175269954465
SCHAEFFLER,VBL,0.09267093409705059
SCHAEFFLER,ACC,0.09220544523083772
SCHAEFFLER,DLF,0.14624731163174323
SCHAEFFLER,TORNTPHARM,0.06968566698165524
SCHAEFFLER,CUMMINSIND,0.12534595495386985
SCHAEFFLER,KALYANKJIL,0.06642612587756073
SCHAEFFLER,BRITANNIA,0.13707748936323336
SCHAEFFLER,IRFC,0.06569543612921776
SCHAEFFLER,RECLTD,0.16263651816710084
SCHAEFFLER,SBICARD,0.14473107369417496
SCHAEFFLER,HDFCLIFE,0.16233671266457694
SCHAEFFLER,SUNDARMFIN,0.08185290320228046
SCHAEFFLER,JSWENERGY,0.2520898734517191
SCHAEFFLER,BHARTIARTL,0.13250093980686986
SCHAEFFLER,NLCINDIA,0.08239481478589458
SCHAEFFLER,YESBANK,0.01289532007021557
SCHAEFFLER,BPCL,0.16314293827085916
SCHAEFFLER,BERGEPAINT,0.12298047806288956
SCHAEFFLER,TATATECH,0.17294206113300253
SCHAEFFLER,MRF,0.13845729214861058
SCHAEFFLER,LODHA,0.06614169470824013
SCHAEFFLER,EICHERMOT,0.02361883119863835
SCHAEFFLER,APLAPOLLO,0.09263061056140556
SCHAEFFLER,BALKRISIND,0.12882320801064476
SCHAEFFLER,DIXON,0.07990764916370623
SCHAEFFLER,INFY,0.10833562204890361
SCHAEFFLER,JIOFIN,0.29798236962134955
SCHAEFFLER,SBILIFE,0.1695733479267486
SCHAEFFLER,MAXHEALTH,0.031821400263832206
SCHAEFFLER,PAGEIND,0.1292487598138016
SCHAEFFLER,ICICIBANK,0.14194781768970832
SCHAEFFLER,ALKEM,0.12657476940664025
SCHAEFFLER,BOSCHLTD,0.15508465781368702
SCHAEFFLER,PIIND,0.1040853654139166
SCHAEFFLER,TRENT,0.10001055128461749
SCHAEFFLER,NYKAA,0.016561827462505344
SCHAEFFLER,INDIGO,0.026000115391397426
SCHAEFFLER,SBIN,0.18063658804296032
SCHAEFFLER,COFORGE,0.12565497686396176
SCHAEFFLER,COROMANDEL,0.12361522448728451
SCHAEFFLER,BEL,0.07597374975871166
SCHAEFFLER,LTTS,0.18872773917059565
SCHAEFFLER,BAJAJFINSV,0.04622579863799137
SCHAEFFLER,HDFCAMC,0.16355102826640133
SCHAEFFLER,BAJAJ-AUTO,0.1502542331845307
SCHAEFFLER,METROBRAND,0.08615619773565572
SCHAEFFLER,RVNL,0.13480830493615037
SCHAEFFLER,MAZDOCK,0.0692541920479575
SCHAEFFLER,BANKINDIA,0.12500088513530688
SCHAEFFLER,MCDOWELL-N,0.13433465006886364
SCHAEFFLER,JSWSTEEL,0.13639311884517338
SCHAEFFLER,SUPREMEIND,0.1258667384890448
SCHAEFFLER,NAUKRI,0.13160833371594152
SCHAEFFLER,IDFCFIRSTB,0.17963850988974728
SCHAEFFLER,AWL,0.0948321211428994
SCHAEFFLER,ADANIENT,0.10489701069005435
SCHAEFFLER,FLUOROCHEM,0.20358054929573657
SCHAEFFLER,AUBANK,0.09775108310083915
SCHAEFFLER,LICI,0.17208749564593157
SCHAEFFLER,SRF,0.03900293970442339
SCHAEFFLER,POLICYBZR,0.10947432279788204
SCHAEFFLER,INDIANB,0.13885328328724908
SCHAEFFLER,COLPAL,0.12002403486971425
SCHAEFFLER,GMRINFRA,0.15782612627103
SCHAEFFLER,ASIANPAINT,0.10753380759226025
SCHAEFFLER,CHOLAFIN,0.14618984749565545
SCHAEFFLER,DABUR,0.1231183342115676
SCHAEFFLER,COALINDIA,0.15626891577466479
SCHAEFFLER,NMDC,0.14675393166491613
SCHAEFFLER,SUNPHARMA,0.1195891115296956
SCHAEFFLER,MANKIND,0.08521566969186825
SCHAEFFLER,NIACL,0.09381697756275714
SCHAEFFLER,TATAPOWER,0.22120178558761977
SCHAEFFLER,TECHM,0.1555459338394196
SCHAEFFLER,AIAENG,0.0961511723472047
SCHAEFFLER,CANBK,0.1845616986615417
SCHAEFFLER,ABB,0.16046256171999115
SCHAEFFLER,PNB,0.1709632078844271
SCHAEFFLER,POONAWALLA,0.10441441471199953
SCHAEFFLER,PHOENIXLTD,0.14954972238184472
SCHAEFFLER,BAJAJHLDNG,0.12558669160406996
SCHAEFFLER,PERSISTENT,0.14832039532627558
UBL,SCHAEFFLER,0.15213507490633194
UBL,UBL,1.0
UBL,PAYTM,0.17434849179306883
UBL,ADANIGREEN,0.16880458440175858
UBL,TATACONSUM,0.536408025927498
UBL,OFSS,0.3706397341581358
UBL,HEROMOTOCO,0.4697652527522591
UBL,LT,0.4694120893821051
UBL,RELIANCE,0.3638223770339092
UBL,SUZLON,0.10545220194963599
UBL,ICICIGI,0.4868983991744666
UBL,NTPC,0.36402435378477455
UBL,ABCAPITAL,0.44556411028162884
UBL,PGHH,0.4023604275110087
UBL,TATAELXSI,0.3629004196899759
UBL,HINDUNILVR,0.3538034438214607
UBL,HINDZINC,0.27739393312412003
UBL,GODREJPROP,0.4238966731027571
UBL,PIDILITIND,0.4606782886286668
UBL,IDBI,0.3464186889073931
UBL,NHPC,0.21266682128172293
UBL,POWERGRID,0.18557402716955357
UBL,SIEMENS,0.43845596831968936
UBL,TIINDIA,0.33299896420984454
UBL,TATAMOTORS,0.46693091285137805
UBL,ATGL,0.22437759020574838
UBL,TATACOMM,0.3575912557368835
UBL,CONCOR,0.41067370398116343
UBL,HDFCBANK,0.4344083067444005
UBL,DRREDDY,0.28671446764606046
UBL,PFC,0.39499541927333087
UBL,CIPLA,0.2677383892197259
UBL,FEDERALBNK,0.4671611055241115
UBL,THERMAX,0.3068885794135188
UBL,TVSMOTOR,0.4195029024171574
UBL,AUROPHARMA,0.3475108830527348
UBL,ASHOKLEY,0.4581403701211829
UBL,IDEA,0.2540590754220529
UBL,HAVELLS,0.37281871427364255
UBL,M%26M,0.43805623092853413
UBL,ONGC,0.28832088096462066
UBL,GRASIM,0.45913778718482956
UBL,OBEROIRLTY,0.4196558459763462
UBL,DEEPAKNTR,0.49498035677912416
UBL,ULTRACEMCO,0.4805189286340311
UBL,KPITTECH,0.29307561038571345
UBL,GICRE,0.22636546371788815
UBL,WIPRO,0.31565309570214783
UBL,ITC,0.41852276350312306
UBL,INDUSTOWER,0.34265260746936543
UBL,POLYCAB,0.4568354335296754
UBL,MUTHOOTFIN,0.4662715900962677
UBL,AMBUJACEM,0.36111048026331294
UBL,SHRIRAMFIN,0.43324232490808084
UBL,LTIM,0.3800621646745289
